Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
mediation,451,1,451,26.11464968152866
characterization,306,2,757,43.8332368268674
material,274,3,1031,59.69889982628837
componentOf,158,4,1189,68.84771279675739
participation,116,5,1305,75.56456282570933
derivation,73,6,1378,79.79154603358425
externalDependence,71,7,1449,83.90272148233932
instantiation,63,8,1512,87.55066589461494
memberOf,46,9,1558,90.21424435437174
historicalDependence,35,10,1593,92.2408801389693
creation,34,11,1627,94.20961204400695
manifestation,34,12,1661,96.17834394904459
bringsAbout,26,13,1687,97.68384481760279
triggers,15,14,1702,98.55240301100173
comparative,13,15,1715,99.30515344528084
subCollectionOf,7,16,1722,99.71048060220035
termination,3,17,1725,99.88419224088014
participational,2,18,1727,100.0
subQuantityOf,0,19,1727,100.0
