Stereotype,x_value,y_value,quadrant
abstract,1,0.0108695652173913,Q3
category,66,0.717391304347826,Q1
collective,26,0.2826086956521739,Q1
datatype,20,0.217391304347826,Q3
enumeration,5,0.0543478260869565,Q3
event,41,0.4456521739130434,Q1
historicalRole,4,0.0434782608695652,Q3
historicalRoleMixin,3,0.0326086956521739,Q3
kind,77,0.8369565217391305,Q1
mixin,14,0.1521739130434782,Q3
mode,46,0.5,Q1
phase,33,0.358695652173913,Q1
phaseMixin,8,0.0869565217391304,Q3
quality,42,0.4565217391304347,Q1
quantity,7,0.0760869565217391,Q3
relator,71,0.7717391304347826,Q1
role,62,0.6739130434782609,Q1
roleMixin,40,0.4347826086956521,Q1
situation,17,0.1847826086956521,Q3
subkind,69,0.75,Q1
type,20,0.217391304347826,Q3
