Stereotype,x_value,y_value,quadrant
abstract,1,0.0014880952380952,Q3
category,66,0.0982142857142857,Q1
collective,26,0.0386904761904761,Q1
datatype,20,0.0297619047619047,Q3
enumeration,5,0.0074404761904761,Q3
event,41,0.0610119047619047,Q1
historicalRole,4,0.0059523809523809,Q3
historicalRoleMixin,3,0.0044642857142857,Q3
kind,77,0.1145833333333333,Q1
mixin,14,0.0208333333333333,Q3
mode,46,0.0684523809523809,Q1
phase,33,0.0491071428571428,Q1
phaseMixin,8,0.0119047619047619,Q3
quality,42,0.0625,Q1
quantity,7,0.0104166666666666,Q3
relator,71,0.1056547619047619,Q1
role,62,0.0922619047619047,Q1
roleMixin,40,0.0595238095238095,Q1
situation,17,0.025297619047619,Q3
subkind,69,0.1026785714285714,Q1
type,20,0.0297619047619047,Q3
