Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.0,0.0
category,3.9792349102409297,0.6041666666666666,0.0787037037037037
collective,2.524397460248834,0.85546875,0.203125
datatype,1.8423709874063285,0.90625,0.30612244897959184
enumeration,1.4854752928992492,0.925,0.38
event,3.2252778681857324,0.775051652892562,0.12724540673451268
historicalRole,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0
kind,4.120298582483242,0.5611066878980892,0.07111850379325733
mixin,2.251629160174348,0.8645833333333334,0.2222222222222222
mode,2.801688186367053,0.8255681818181818,0.21057851239669426
phase,2.3239348876278854,0.875,0.22569444444444445
phaseMixin,0.0,0.0,0.0
quality,1.669180331095951,0.9206730769230769,0.3727810650887574
quantity,1.2954618399102367,0.9375,0.45999999999999996
relator,4.111905056167827,0.56875,0.06768166089965398
role,4.105169697366924,0.5667763157894737,0.06504155124653739
roleMixin,3.2015513010630343,0.7777777777777778,0.13511659807956103
situation,2.17355725506171,0.8770833333333333,0.23555555555555557
subkind,3.536869567208057,0.721706081081081,0.12143900657414172
type,1.5219280905592771,0.91875,0.3600000000000001
bringsAbout,0.0,0.96875,1.0
characterization,2.9860666749329456,0.8057065217391305,0.14650283553875237
comparative,0.0,0.0,0.0
componentOf,2.9257839829532104,0.8147865853658537,0.16121356335514575
creation,0.0,0.0,0.0
derivation,2.4342500103719353,0.8586309523809523,0.2018140589569161
externalDependence,0.8112781215737428,0.953125,0.625
historicalDependence,0.0,0.96875,1.0
instantiation,0.0,0.96875,1.0
manifestation,0.0,0.96875,1.0
material,3.2842462902227063,0.7557397959183674,0.12119950020824657
mediation,3.6214029404243924,0.6940406976744186,0.09383450513791239
memberOf,2.446439336014845,0.85625,0.2
participation,0.8366407390557772,0.9520833333333333,0.6088888888888888
participational,0.0,0.0,0.0
subCollectionOf,0.863120565681241,0.9508928571428571,0.5918367346938775
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.96875,1.0
