Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,0,0.0,0,0.0,0.0,0.0
characterization,33,0.75,11,0.25,0.036748329621380846,0.07586206896551724
comparative,1,0.022727272727272728,1,0.022727272727272728,0.0011135857461024498,0.006896551724137931
componentOf,137,3.1136363636363638,20,0.45454545454545453,0.15256124721603564,0.13793103448275862
creation,0,0.0,0,0.0,0.0,0.0
derivation,72,1.6363636363636365,22,0.5,0.0801781737193764,0.15172413793103448
externalDependence,0,0.0,0,0.0,0.0,0.0
historicalDependence,0,0.0,0,0.0,0.0,0.0
instantiation,0,0.0,0,0.0,0.0,0.0
manifestation,0,0.0,0,0.0,0.0,0.0
material,123,2.7954545454545454,29,0.6590909090909091,0.13697104677060135,0.2
mediation,466,10.590909090909092,39,0.8863636363636364,0.5189309576837416,0.2689655172413793
memberOf,52,1.1818181818181819,18,0.4090909090909091,0.05790645879732739,0.12413793103448276
participation,0,0.0,0,0.0,0.0,0.0
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,14,0.3181818181818182,5,0.11363636363636363,0.015590200445434299,0.034482758620689655
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,0,0.0,0,0.0,0.0,0.0
